resource_type,owner_id,source,id,name,description,canonical_url,concept_class,publisher,source_type,default_locale,public_access,hierarchy_root_url,attr:hierarchy_level,attr:Classification_Place,attr:chapter_number,attr:Terminal_Node,parent_concept_urls
Concept,WHO,ICD-10-WHO,F34,Persistent mood [affective] disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F30-F39/]
Concept,WHO,ICD-10-WHO,F38,Other mood [affective] disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F30-F39/]
Concept,WHO,ICD-10-WHO,F39,Unspecified mood [affective] disorder,,,Code,,,,,,3,T,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F30-F39/]
Concept,WHO,ICD-10-WHO,F40,Phobic anxiety disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F40-F48/]
Concept,WHO,ICD-10-WHO,F41,Other anxiety disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F40-F48/]
Concept,WHO,ICD-10-WHO,F42,Obsessive-compulsive disorder,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F40-F48/]
Concept,WHO,ICD-10-WHO,F43,"Reaction to severe stress, and adjustment disorders",,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F40-F48/]
Concept,WHO,ICD-10-WHO,F44,Dissociative [conversion] disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F40-F48/]
Concept,WHO,ICD-10-WHO,F45,Somatoform disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F40-F48/]
Concept,WHO,ICD-10-WHO,F48,Other neurotic disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F40-F48/]
Concept,WHO,ICD-10-WHO,F50,Eating disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F50-F59/]
Concept,WHO,ICD-10-WHO,F51,Nonorganic sleep disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F50-F59/]
Concept,WHO,ICD-10-WHO,F52,"Sexual dysfunction, not caused by organic disorder or disease",,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F50-F59/]
Concept,WHO,ICD-10-WHO,F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F50-F59/]
Concept,WHO,ICD-10-WHO,F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,,,Code,,,,,,3,T,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F50-F59/]
Concept,WHO,ICD-10-WHO,F55,Abuse of non-dependence-producing substances,,,Code,,,,,,3,T,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F50-F59/]
Concept,WHO,ICD-10-WHO,F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors,,,Code,,,,,,3,T,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F50-F59/]
Concept,WHO,ICD-10-WHO,F60,Specific personality disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F60-F69/]
Concept,WHO,ICD-10-WHO,F61,Mixed and other personality disorders,,,Code,,,,,,3,T,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F60-F69/]
Concept,WHO,ICD-10-WHO,F62,"Enduring personality changes, not attributable to brain damage and disease",,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F60-F69/]
Concept,WHO,ICD-10-WHO,F63,Habit and impulse disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F60-F69/]
Concept,WHO,ICD-10-WHO,F64,Gender identity disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F60-F69/]
Concept,WHO,ICD-10-WHO,F65,Disorders of sexual preference,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F60-F69/]
Concept,WHO,ICD-10-WHO,F66,Psychological and behavioural disorders associated with sexual development and orientation,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F60-F69/]
Concept,WHO,ICD-10-WHO,F68,Other disorders of adult personality and behaviour,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F60-F69/]
Concept,WHO,ICD-10-WHO,F69,Unspecified disorder of adult personality and behaviour,,,Code,,,,,,3,T,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F60-F69/]
Concept,WHO,ICD-10-WHO,F70,Mild mental retardation,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F70-F79/]
Concept,WHO,ICD-10-WHO,F71,Moderate mental retardation,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F70-F79/]
Concept,WHO,ICD-10-WHO,F72,Severe mental retardation,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F70-F79/]
Concept,WHO,ICD-10-WHO,F73,Profound mental retardation,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F70-F79/]
Concept,WHO,ICD-10-WHO,F78,Other mental retardation,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F70-F79/]
Concept,WHO,ICD-10-WHO,F79,Unspecified mental retardation,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F70-F79/]
Concept,WHO,ICD-10-WHO,F80,Specific developmental disorders of speech and language,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F80-F89/]
Concept,WHO,ICD-10-WHO,F81,Specific developmental disorders of scholastic skills,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F80-F89/]
Concept,WHO,ICD-10-WHO,F82,Specific developmental disorder of motor function,,,Code,,,,,,3,T,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F80-F89/]
Concept,WHO,ICD-10-WHO,F83,Mixed specific developmental disorders,,,Code,,,,,,3,T,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F80-F89/]
Concept,WHO,ICD-10-WHO,F84,Pervasive developmental disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F80-F89/]
Concept,WHO,ICD-10-WHO,F88,Other disorders of psychological development,,,Code,,,,,,3,T,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F80-F89/]
Concept,WHO,ICD-10-WHO,F89,Unspecified disorder of psychological development,,,Code,,,,,,3,T,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F80-F89/]
Concept,WHO,ICD-10-WHO,F90,Hyperkinetic disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F90-F98/]
Concept,WHO,ICD-10-WHO,F91,Conduct disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F90-F98/]
Concept,WHO,ICD-10-WHO,F92,Mixed disorders of conduct and emotions,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F90-F98/]
Concept,WHO,ICD-10-WHO,F93,Emotional disorders with onset specific to childhood,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F90-F98/]
Concept,WHO,ICD-10-WHO,F94,Disorders of social functioning with onset specific to childhood and adolescence,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F90-F98/]
Concept,WHO,ICD-10-WHO,F95,Tic disorders,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F90-F98/]
Concept,WHO,ICD-10-WHO,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,,,Code,,,,,,3,N,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F90-F98/]
Concept,WHO,ICD-10-WHO,F99,"Mental disorder, not otherwise specified",,,Code,,,,,,3,T,5,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/F99-F99/]
Concept,WHO,ICD-10-WHO,G00,"Bacterial meningitis, not elsewhere classified",,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G00-G09/]
Concept,WHO,ICD-10-WHO,G01,Meningitis in bacterial diseases classified elsewhere,,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G00-G09/]
Concept,WHO,ICD-10-WHO,G02,Meningitis in other infectious and parasitic diseases classified elsewhere,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G00-G09/]
Concept,WHO,ICD-10-WHO,G03,Meningitis due to other and unspecified causes,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G00-G09/]
Concept,WHO,ICD-10-WHO,G04,"Encephalitis, myelitis and encephalomyelitis",,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G00-G09/]
Concept,WHO,ICD-10-WHO,G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G00-G09/]
Concept,WHO,ICD-10-WHO,G06,Intracranial and intraspinal abscess and granuloma,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G00-G09/]
Concept,WHO,ICD-10-WHO,G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G00-G09/]
Concept,WHO,ICD-10-WHO,G08,Intracranial and intraspinal phlebitis and thrombophlebitis,,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G00-G09/]
Concept,WHO,ICD-10-WHO,G09,Sequelae of inflammatory diseases of central nervous system,,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G00-G09/]
Concept,WHO,ICD-10-WHO,G10,Huntington disease,,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G10-G14/]
Concept,WHO,ICD-10-WHO,G11,Hereditary ataxia,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G10-G14/]
Concept,WHO,ICD-10-WHO,G12,Spinal muscular atrophy and related syndromes,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G10-G14/]
Concept,WHO,ICD-10-WHO,G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G10-G14/]
Concept,WHO,ICD-10-WHO,G14,Postpolio syndrome,,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G10-G14/]
Concept,WHO,ICD-10-WHO,G20,Parkinson disease,,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G20-G26/]
Concept,WHO,ICD-10-WHO,G21,Secondary parkinsonism,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G20-G26/]
Concept,WHO,ICD-10-WHO,G22,Parkinsonism in diseases classified elsewhere,,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G20-G26/]
Concept,WHO,ICD-10-WHO,G23,Other degenerative diseases of basal ganglia,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G20-G26/]
Concept,WHO,ICD-10-WHO,G24,Dystonia,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G20-G26/]
Concept,WHO,ICD-10-WHO,G25,Other extrapyramidal and movement disorders,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G20-G26/]
Concept,WHO,ICD-10-WHO,G26,Extrapyramidal and movement disorders in diseases classified elsewhere,,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G20-G26/]
Concept,WHO,ICD-10-WHO,G30,Alzheimer disease,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G30-G32/]
Concept,WHO,ICD-10-WHO,G31,"Other degenerative diseases of nervous system, not elsewhere classified",,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G30-G32/]
Concept,WHO,ICD-10-WHO,G32,Other degenerative disorders of nervous system in diseases classified elsewhere,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G30-G32/]
Concept,WHO,ICD-10-WHO,G35,Multiple sclerosis,,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G35-G37/]
Concept,WHO,ICD-10-WHO,G36,Other acute disseminated demyelination,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G35-G37/]
Concept,WHO,ICD-10-WHO,G37,Other demyelinating diseases of central nervous system,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G35-G37/]
Concept,WHO,ICD-10-WHO,G40,Epilepsy,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G40-G47/]
Concept,WHO,ICD-10-WHO,G41,Status epilepticus,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G40-G47/]
Concept,WHO,ICD-10-WHO,G43,Migraine,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G40-G47/]
Concept,WHO,ICD-10-WHO,G44,Other headache syndromes,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G40-G47/]
Concept,WHO,ICD-10-WHO,G45,Transient cerebral ischaemic attacks and related syndromes,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G40-G47/]
Concept,WHO,ICD-10-WHO,G46,Vascular syndromes of brain in cerebrovascular diseases,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G40-G47/]
Concept,WHO,ICD-10-WHO,G47,Sleep disorders,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G40-G47/]
Concept,WHO,ICD-10-WHO,G50,Disorders of trigeminal nerve,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G50-G59/]
Concept,WHO,ICD-10-WHO,G51,Facial nerve disorders,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G50-G59/]
Concept,WHO,ICD-10-WHO,G52,Disorders of other cranial nerves,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G50-G59/]
Concept,WHO,ICD-10-WHO,G53,Cranial nerve disorders in diseases classified elsewhere,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G50-G59/]
Concept,WHO,ICD-10-WHO,G54,Nerve root and plexus disorders,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G50-G59/]
Concept,WHO,ICD-10-WHO,G55,Nerve root and plexus compressions in diseases classified elsewhere,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G50-G59/]
Concept,WHO,ICD-10-WHO,G56,Mononeuropathies of upper limb,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G50-G59/]
Concept,WHO,ICD-10-WHO,G57,Mononeuropathies of lower limb,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G50-G59/]
Concept,WHO,ICD-10-WHO,G58,Other mononeuropathies,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G50-G59/]
Concept,WHO,ICD-10-WHO,G59,Mononeuropathy in diseases classified elsewhere,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G50-G59/]
Concept,WHO,ICD-10-WHO,G60,Hereditary and idiopathic neuropathy,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G60-G64/]
Concept,WHO,ICD-10-WHO,G61,Inflammatory polyneuropathy,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G60-G64/]
Concept,WHO,ICD-10-WHO,G62,Other polyneuropathies,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G60-G64/]
Concept,WHO,ICD-10-WHO,G63,Polyneuropathy in diseases classified elsewhere,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G60-G64/]
Concept,WHO,ICD-10-WHO,G64,Other disorders of peripheral nervous system,,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G60-G64/]
Concept,WHO,ICD-10-WHO,G70,Myasthenia gravis and other myoneural disorders,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G70-G73/]
Concept,WHO,ICD-10-WHO,G71,Primary disorders of muscles,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G70-G73/]
Concept,WHO,ICD-10-WHO,G72,Other myopathies,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G70-G73/]
Concept,WHO,ICD-10-WHO,G73,Disorders of myoneural junction and muscle in diseases classified elsewhere,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G70-G73/]
Concept,WHO,ICD-10-WHO,G80,Cerebral palsy,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G80-G83/]
Concept,WHO,ICD-10-WHO,G81,Hemiplegia,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G80-G83/]
Concept,WHO,ICD-10-WHO,G82,Paraplegia and tetraplegia,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G80-G83/]
Concept,WHO,ICD-10-WHO,G83,Other paralytic syndromes,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G80-G83/]
Concept,WHO,ICD-10-WHO,G90,Disorders of autonomic nervous system,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G90-G99/]
Concept,WHO,ICD-10-WHO,G91,Hydrocephalus,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G90-G99/]
Concept,WHO,ICD-10-WHO,G92,Toxic encephalopathy,,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G90-G99/]
Concept,WHO,ICD-10-WHO,G93,Other disorders of brain,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G90-G99/]
Concept,WHO,ICD-10-WHO,G94,Other disorders of brain in diseases classified elsewhere,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G90-G99/]
Concept,WHO,ICD-10-WHO,G95,Other diseases of spinal cord,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G90-G99/]
Concept,WHO,ICD-10-WHO,G96,Other disorders of central nervous system,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G90-G99/]
Concept,WHO,ICD-10-WHO,G97,"Postprocedural disorders of nervous system, not elsewhere classified",,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G90-G99/]
Concept,WHO,ICD-10-WHO,G98,"Other disorders of nervous system, not elsewhere classified",,,Code,,,,,,3,T,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G90-G99/]
Concept,WHO,ICD-10-WHO,G99,Other disorders of nervous system in diseases classified elsewhere,,,Code,,,,,,3,N,6,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/G90-G99/]
Concept,WHO,ICD-10-WHO,H00,Hordeolum and chalazion,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H00-H06/]
Concept,WHO,ICD-10-WHO,H01,Other inflammation of eyelid,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H00-H06/]
Concept,WHO,ICD-10-WHO,H02,Other disorders of eyelid,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H00-H06/]
Concept,WHO,ICD-10-WHO,H03,Disorders of eyelid in diseases classified elsewhere,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H00-H06/]
Concept,WHO,ICD-10-WHO,H04,Disorders of lacrimal system,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H00-H06/]
Concept,WHO,ICD-10-WHO,H05,Disorders of orbit,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H00-H06/]
Concept,WHO,ICD-10-WHO,H06,Disorders of lacrimal system and orbit in diseases classified elsewhere,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H00-H06/]
Concept,WHO,ICD-10-WHO,H10,Conjunctivitis,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H10-H13/]
Concept,WHO,ICD-10-WHO,H11,Other disorders of conjunctiva,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H10-H13/]
Concept,WHO,ICD-10-WHO,H13,Disorders of conjunctiva in diseases classified elsewhere,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H10-H13/]
Concept,WHO,ICD-10-WHO,H15,Disorders of sclera,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H15-H22/]
Concept,WHO,ICD-10-WHO,H16,Keratitis,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H15-H22/]
Concept,WHO,ICD-10-WHO,H17,Corneal scars and opacities,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H15-H22/]
Concept,WHO,ICD-10-WHO,H18,Other disorders of cornea,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H15-H22/]
Concept,WHO,ICD-10-WHO,H19,Disorders of sclera and cornea in diseases classified elsewhere,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H15-H22/]
Concept,WHO,ICD-10-WHO,H20,Iridocyclitis,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H15-H22/]
Concept,WHO,ICD-10-WHO,H21,Other disorders of iris and ciliary body,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H15-H22/]
Concept,WHO,ICD-10-WHO,H22,Disorders of iris and ciliary body in diseases classified elsewhere,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H15-H22/]
Concept,WHO,ICD-10-WHO,H25,Senile cataract,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H25-H28/]
Concept,WHO,ICD-10-WHO,H26,Other cataract,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H25-H28/]
Concept,WHO,ICD-10-WHO,H27,Other disorders of lens,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H25-H28/]
Concept,WHO,ICD-10-WHO,H28,Cataract and other disorders of lens in diseases classified elsewhere,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H25-H28/]
Concept,WHO,ICD-10-WHO,H30,Chorioretinal inflammation,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H30-H36/]
Concept,WHO,ICD-10-WHO,H31,Other disorders of choroid,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H30-H36/]
Concept,WHO,ICD-10-WHO,H32,Chorioretinal disorders in diseases classified elsewhere,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H30-H36/]
Concept,WHO,ICD-10-WHO,H33,Retinal detachments and breaks,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H30-H36/]
Concept,WHO,ICD-10-WHO,H34,Retinal vascular occlusions,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H30-H36/]
Concept,WHO,ICD-10-WHO,H35,Other retinal disorders,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H30-H36/]
Concept,WHO,ICD-10-WHO,H36,Retinal disorders in diseases classified elsewhere,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H30-H36/]
Concept,WHO,ICD-10-WHO,H40,Glaucoma,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H40-H42/]
Concept,WHO,ICD-10-WHO,H42,Glaucoma in diseases classified elsewhere,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H40-H42/]
Concept,WHO,ICD-10-WHO,H43,Disorders of vitreous body,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H43-H45/]
Concept,WHO,ICD-10-WHO,H44,Disorders of globe,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H43-H45/]
Concept,WHO,ICD-10-WHO,H45,Disorders of vitreous body and globe in diseases classified elsewhere,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H43-H45/]
Concept,WHO,ICD-10-WHO,H46,Optic neuritis,,,Code,,,,,,3,T,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H46-H48/]
Concept,WHO,ICD-10-WHO,H47,Other disorders of optic [2nd] nerve and visual pathways,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H46-H48/]
Concept,WHO,ICD-10-WHO,H48,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H46-H48/]
Concept,WHO,ICD-10-WHO,H49,Paralytic strabismus,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H49-H52/]
Concept,WHO,ICD-10-WHO,H50,Other strabismus,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H49-H52/]
Concept,WHO,ICD-10-WHO,H51,Other disorders of binocular movement,,,Code,,,,,,3,N,7,X,[/orgs/WHO/sources/ICD-10-WHO/concepts/H49-H52/]
