AnswerListId,AnswerListName,AnswerListOID,ExtDefinedYN,ExtDefinedAnswerListCodeSystem,ExtDefinedAnswerListLink,AnswerStringId,LocalAnswerCode,LocalAnswerCodeSystem,SequenceNumber,DisplayText,ExtCodeId,ExtCodeDisplayName,ExtCodeSystem,ExtCodeSystemVersion,ExtCodeSystemCopyrightNotice,SubsequentTextPrompt,Description,Score
LL1018-2,[PROMIS] None|1 day|2-3 days|4-5 days|6-7 days,1.3.6.1.4.1.12009.10.1.185,N,,,LA13945-3,,,4,4-5 days,,,,,,,,4
LL1018-2,[PROMIS] None|1 day|2-3 days|4-5 days|6-7 days,1.3.6.1.4.1.12009.10.1.185,N,,,LA13946-1,,,5,6-7 days,,,,,,,,5
LL1019-0,[PROMIS] Had no pain|Nev|Rare|Sometim|Oft|Alw,1.3.6.1.4.1.12009.10.1.186,N,,,LA13879-4,,,1,Had no pain,,,,,,,,1
LL1019-0,[PROMIS] Had no pain|Nev|Rare|Sometim|Oft|Alw,1.3.6.1.4.1.12009.10.1.186,N,,,LA6270-8,,,2,Never,,,,,,,,2
LL1019-0,[PROMIS] Had no pain|Nev|Rare|Sometim|Oft|Alw,1.3.6.1.4.1.12009.10.1.186,N,,,LA10066-1,,,3,Rarely,,,,,,,,3
LL1019-0,[PROMIS] Had no pain|Nev|Rare|Sometim|Oft|Alw,1.3.6.1.4.1.12009.10.1.186,N,,,LA10082-8,,,4,Sometimes,,,,,,,,4
LL1019-0,[PROMIS] Had no pain|Nev|Rare|Sometim|Oft|Alw,1.3.6.1.4.1.12009.10.1.186,N,,,LA10044-8,,,5,Often,,,,,,,,5
LL1019-0,[PROMIS] Had no pain|Nev|Rare|Sometim|Oft|Alw,1.3.6.1.4.1.12009.10.1.186,N,,,LA9933-8,,,6,Always,,,,,,,,6
LL1020-8,[PROMIS] Never|<=1/W|1/few days|1/D|Every few H,1.3.6.1.4.1.12009.10.1.187,N,,,LA6270-8,,,1,Never,,,,,,,,1
LL1020-8,[PROMIS] Never|<=1/W|1/few days|1/D|Every few H,1.3.6.1.4.1.12009.10.1.187,N,,,LA13898-4,,,2,Once a week or less,,,,,,,,2
LL1020-8,[PROMIS] Never|<=1/W|1/few days|1/D|Every few H,1.3.6.1.4.1.12009.10.1.187,N,,,LA13899-2,,,3,Once every few days,,,,,,,,3
LL1020-8,[PROMIS] Never|<=1/W|1/few days|1/D|Every few H,1.3.6.1.4.1.12009.10.1.187,N,,,LA13897-6,,,4,Once a day,,,,,,,,4
LL1020-8,[PROMIS] Never|<=1/W|1/few days|1/D|Every few H,1.3.6.1.4.1.12009.10.1.187,N,,,LA13875-2,,,5,Every few hours,,,,,,,,5
LL1021-6,[PROMIS] Not at all|Ver litt|Some|Qte lot|Can't do,1.3.6.1.4.1.12009.10.1.188,N,,,LA6568-5,,,1,Not at all,,,,,,,,5
LL1021-6,[PROMIS] Not at all|Ver litt|Some|Qte lot|Can't do,1.3.6.1.4.1.12009.10.1.188,N,,,LA13947-9,,,2,Very little,,,,,,,,4
LL1021-6,[PROMIS] Not at all|Ver litt|Some|Qte lot|Can't do,1.3.6.1.4.1.12009.10.1.188,N,,,LA13909-9,,,3,Somewhat,,,,,,,,3
LL1021-6,[PROMIS] Not at all|Ver litt|Some|Qte lot|Can't do,1.3.6.1.4.1.12009.10.1.188,N,,,LA11911-7,,,4,Quite a lot,,,,,,,,2
LL1021-6,[PROMIS] Not at all|Ver litt|Some|Qte lot|Can't do,1.3.6.1.4.1.12009.10.1.188,N,,,LA13868-7,,,5,Cannot do,,,,,,,,1
LL1022-4,[PROMIS] Diffic: WO|W lit|W some|W much|Unab to do,1.3.6.1.4.1.12009.10.1.189,N,,,LA13921-4,,,1,Without any difficulty,,,,,,,,5
LL1022-4,[PROMIS] Diffic: WO|W lit|W some|W much|Unab to do,1.3.6.1.4.1.12009.10.1.189,N,,,LA13918-0,,,2,With a little difficulty,,,,,,,,4
LL1022-4,[PROMIS] Diffic: WO|W lit|W some|W much|Unab to do,1.3.6.1.4.1.12009.10.1.189,N,,,LA13920-6,,,3,With some difficulty,,,,,,,,3
LL1022-4,[PROMIS] Diffic: WO|W lit|W some|W much|Unab to do,1.3.6.1.4.1.12009.10.1.189,N,,,LA13919-8,,,4,With much difficulty,,,,,,,,2
LL1022-4,[PROMIS] Diffic: WO|W lit|W some|W much|Unab to do,1.3.6.1.4.1.12009.10.1.189,N,,,LA13912-3,,,5,Unable to do,,,,,,,,1
LL1023-2,[PROMIS] Very poor|Poor|Fair|Good|Very good,1.3.6.1.4.1.12009.10.1.190,N,,,LA9615-1,,,1,Very poor,,,,,,,,5
LL1023-2,[PROMIS] Very poor|Poor|Fair|Good|Very good,1.3.6.1.4.1.12009.10.1.190,N,,,LA8969-3,,,2,Poor,,,,,,,,4
LL1023-2,[PROMIS] Very poor|Poor|Fair|Good|Very good,1.3.6.1.4.1.12009.10.1.190,N,,,LA8968-5,,,3,Fair,,,,,,,,3
LL1023-2,[PROMIS] Very poor|Poor|Fair|Good|Very good,1.3.6.1.4.1.12009.10.1.190,N,,,LA8967-7,,,4,Good,,,,,,,,2
LL1023-2,[PROMIS] Very poor|Poor|Fair|Good|Very good,1.3.6.1.4.1.12009.10.1.190,N,,,LA13913-1,,,5,Very Good,,,,,,,,1
LL1024-0,[PROMIS] Nev|Alm never|Sometimes|Often|Alm always,1.3.6.1.4.1.12009.10.1.191,N,,,LA6270-8,,,1,Never,,,,,,,,1
LL1024-0,[PROMIS] Nev|Alm never|Sometimes|Often|Alm always,1.3.6.1.4.1.12009.10.1.191,N,,,LA13866-1,,,2,Almost never,,,,,,,,2
LL1024-0,[PROMIS] Nev|Alm never|Sometimes|Often|Alm always,1.3.6.1.4.1.12009.10.1.191,N,,,LA10082-8,,,3,Sometimes,,,,,,,,3
LL1024-0,[PROMIS] Nev|Alm never|Sometimes|Often|Alm always,1.3.6.1.4.1.12009.10.1.191,N,,,LA10044-8,,,4,Often,,,,,,,,4
LL1024-0,[PROMIS] Nev|Alm never|Sometimes|Often|Alm always,1.3.6.1.4.1.12009.10.1.191,N,,,LA13865-3,,,5,Almost always,,,,,,,,5
LL102-5,CR_1450_Reason no hormones,1.3.6.1.4.1.12009.10.1.192,N,,,LA4002-7,0,,1,Hormone Therapy Administered,,,,,,,,
LL102-5,CR_1450_Reason no hormones,1.3.6.1.4.1.12009.10.1.192,N,,,LA4000-1,1,,2,Hormone Rx Not Recommended,,,,,,,,
LL102-5,CR_1450_Reason no hormones,1.3.6.1.4.1.12009.10.1.192,N,,,LA3999-5,2,,3,Hormone RX Contraindicated,,,,,,,,
LL102-5,CR_1450_Reason no hormones,1.3.6.1.4.1.12009.10.1.192,N,,,LA4394-8,6,,4,Reason unknown,,,,,,,,
LL102-5,CR_1450_Reason no hormones,1.3.6.1.4.1.12009.10.1.192,N,,,LA4389-8,7,,5,Refused,,,,,,,,
LL102-5,CR_1450_Reason no hormones,1.3.6.1.4.1.12009.10.1.192,N,,,LA4001-9,8,,6,Hormone Rx Recommended,,,,,,,,
LL102-5,CR_1450_Reason no hormones,1.3.6.1.4.1.12009.10.1.192,N,,,LA4444-1,9,,7,Unknown - Death Cert Only,,,,,,,,
LL1025-7,[PROMIS] W no troub|Lit tr|Some tr|Lot tr|Not able,1.3.6.1.4.1.12009.10.1.193,N,,,LA13953-7,,,1,With no trouble,,,,,,,,1
LL1025-7,[PROMIS] W no troub|Lit tr|Some tr|Lot tr|Not able,1.3.6.1.4.1.12009.10.1.193,N,,,LA13954-5,,,2,With a little trouble,,,,,,,,2
LL1025-7,[PROMIS] W no troub|Lit tr|Some tr|Lot tr|Not able,1.3.6.1.4.1.12009.10.1.193,N,,,LA13955-2,,,3,With some trouble,,,,,,,,3
LL1025-7,[PROMIS] W no troub|Lit tr|Some tr|Lot tr|Not able,1.3.6.1.4.1.12009.10.1.193,N,,,LA13956-0,,,4,With a lot of trouble,,,,,,,,4
LL1025-7,[PROMIS] W no troub|Lit tr|Some tr|Lot tr|Not able,1.3.6.1.4.1.12009.10.1.193,N,,,LA13957-8,,,5,Not able to do,,,,,,,,5
LL1026-5,[PROMIS] Diffic:No|A lit|Some|Lot|Can't do bc hlth,1.3.6.1.4.1.12009.10.1.194,N,,,LA13948-7,,,1,No difficulty at all,,,,,,,,5
LL1026-5,[PROMIS] Diffic:No|A lit|Some|Lot|Can't do bc hlth,1.3.6.1.4.1.12009.10.1.194,N,,,LA13949-5,,,2,A little bit of difficulty,,,,,,,,4
LL1026-5,[PROMIS] Diffic:No|A lit|Some|Lot|Can't do bc hlth,1.3.6.1.4.1.12009.10.1.194,N,,,LA13950-3,,,3,Some difficulty,,,,,,,,3
LL1026-5,[PROMIS] Diffic:No|A lit|Some|Lot|Can't do bc hlth,1.3.6.1.4.1.12009.10.1.194,N,,,LA13951-1,,,4,A lot of difficulty,,,,,,,,2
LL1026-5,[PROMIS] Diffic:No|A lit|Some|Lot|Can't do bc hlth,1.3.6.1.4.1.12009.10.1.194,N,,,LA13952-9,,,5,Can't do because of health,,,,,,,,1
LL1027-3,PhenX05_25_30D cereal freq,1.3.6.1.4.1.12009.10.1.195,N,,,LA13929-7,1,,1,Less than 2 cups,,,,,,,,
LL1027-3,PhenX05_25_30D cereal freq,1.3.6.1.4.1.12009.10.1.195,N,,,LA13930-5,2,,2,2 cups,,,,,,,,
LL1027-3,PhenX05_25_30D cereal freq,1.3.6.1.4.1.12009.10.1.195,N,,,LA13931-3,3,,3,More than 2 cups,,,,,,,,
LL1028-1,PhenX05_26_30D calcium OJ freq,1.3.6.1.4.1.12009.10.1.196,N,,,LA13926-3,1,,1,Almost never or never,,,,,,,,
LL1028-1,PhenX05_26_30D calcium OJ freq,1.3.6.1.4.1.12009.10.1.196,N,,,LA10082-8,2,,2,Sometimes,,,,,,,,
LL1028-1,PhenX05_26_30D calcium OJ freq,1.3.6.1.4.1.12009.10.1.196,N,,,LA13927-1,3,,3,Almost always or always,,,,,,,,
LL1028-1,PhenX05_26_30D calcium OJ freq,1.3.6.1.4.1.12009.10.1.196,N,,,LA12688-0,4,,4,Don't know,4.57E+14,Do not know (qualifier value),http://snomed.info/sct,http://snomed.info/sct/731000124108/version/20240901,"This material includes SNOMED Clinical Terms® (SNOMED CT®) which is used by permission of the International Health Terminology Standards Development Organisation (IHTSDO) under license. All rights reserved. SNOMED CT® was originally created by The College of American Pathologists. ""SNOMED"" and ""SNOMED CT"" are registered trademarks of the IHTSDO.    This material includes content from the US Edition to SNOMED CT, which is developed and maintained by the U.S. National Library of Medicine and is available to authorized UMLS Metathesaurus Licensees from the UTS Downloads site at https://uts.nlm.nih.gov.    Use of SNOMED CT content is subject to the terms and conditions set forth in the SNOMED CT Affiliate License Agreement. It is the responsibility of those implementing this product to ensure they are appropriately licensed and for more information on the license, including how to register as an Affiliate Licensee, please refer to http://www.snomed.org/snomed-ct/get-snomed-ct or info@snomed.org<mailto:info@snomed.org>.  This may incur a fee in SNOMED International non-Member countries.",,,
LL1029-9,PhenX05_27_30D ice cream amt,1.3.6.1.4.1.12009.10.1.197,N,,,LA13923-0,1,,1,Less than 1 cup,,,,,,,,
LL1029-9,PhenX05_27_30D ice cream amt,1.3.6.1.4.1.12009.10.1.197,N,,,LA13932-1,2,,2,1 cup (2 scoops),,,,,,,,
LL1029-9,PhenX05_27_30D ice cream amt,1.3.6.1.4.1.12009.10.1.197,N,,,LA13925-5,3,,3,More than 1 cup,,,,,,,,
LL1030-7,PhenX05_28_12Mo fat amt,1.3.6.1.4.1.12009.10.1.198,N,,,LA9193-9,1,,1,High,,,,,,,,
LL1030-7,PhenX05_28_12Mo fat amt,1.3.6.1.4.1.12009.10.1.198,N,,,LA8982-6,2,,2,Medium,,,,,,,,
LL1030-7,PhenX05_28_12Mo fat amt,1.3.6.1.4.1.12009.10.1.198,N,,,LA9194-7,3,,3,Low,,,,,,,,
LL1031-5,PCR_HK,1.3.6.1.4.1.12009.10.1.199,N,,,LA13959-4,,,1,PCR for Chlamydia pneumoniae - Negative,,,,,,,,
LL1031-5,PCR_HK,1.3.6.1.4.1.12009.10.1.199,N,,,LA13960-2,,,2,PCR for Chlamydia pneumoniae - Positive,,,,,,,,
LL1031-5,PCR_HK,1.3.6.1.4.1.12009.10.1.199,N,,,LA13961-0,,,3,PCR for Chlamydia psittaci - Negative,,,,,,,,
LL1031-5,PCR_HK,1.3.6.1.4.1.12009.10.1.199,N,,,LA13962-8,,,4,PCR for Chlamydia psittaci - Positive,,,,,,,,
LL1031-5,PCR_HK,1.3.6.1.4.1.12009.10.1.199,N,,,LA13963-6,,,5,PCR for Coxiella burnetii - Negative,,,,,,,,
LL1031-5,PCR_HK,1.3.6.1.4.1.12009.10.1.199,N,,,LA13964-4,,,6,PCR for Coxiella burnetii - Positive,,,,,,,,
LL1031-5,PCR_HK,1.3.6.1.4.1.12009.10.1.199,N,,,LA13965-1,,,7,PCR for Cytomegalovirus - Negative,,,,,,,,
LL1031-5,PCR_HK,1.3.6.1.4.1.12009.10.1.199,N,,,LA13966-9,,,8,PCR for Cytomegalovirus - Positive,,,,,,,,
LL1032-3,Cpenase,1.3.6.1.4.1.12009.10.1.200,N,,,LA6576-8,,,1,Positive,10828004,Positive (qualifier value),http://snomed.info/sct,http://snomed.info/sct/900000000000207008/version/20240701,"This material includes SNOMED Clinical Terms® (SNOMED CT®) which is used by permission of the International Health Terminology Standards Development Organisation (IHTSDO) under license. All rights reserved. SNOMED CT® was originally created by The College of American Pathologists. ""SNOMED"" and ""SNOMED CT"" are registered trademarks of the IHTSDO.    This material includes content from the US Edition to SNOMED CT, which is developed and maintained by the U.S. National Library of Medicine and is available to authorized UMLS Metathesaurus Licensees from the UTS Downloads site at https://uts.nlm.nih.gov.    Use of SNOMED CT content is subject to the terms and conditions set forth in the SNOMED CT Affiliate License Agreement. It is the responsibility of those implementing this product to ensure they are appropriately licensed and for more information on the license, including how to register as an Affiliate Licensee, please refer to http://www.snomed.org/snomed-ct/get-snomed-ct or info@snomed.org<mailto:info@snomed.org>.  This may incur a fee in SNOMED International non-Member countries.",,,
LL1032-3,Cpenase,1.3.6.1.4.1.12009.10.1.200,N,,,LA6577-6,,,2,Negative,260385009,Negative (qualifier value),http://snomed.info/sct,http://snomed.info/sct/900000000000207008/version/20240701,"This material includes SNOMED Clinical Terms® (SNOMED CT®) which is used by permission of the International Health Terminology Standards Development Organisation (IHTSDO) under license. All rights reserved. SNOMED CT® was originally created by The College of American Pathologists. ""SNOMED"" and ""SNOMED CT"" are registered trademarks of the IHTSDO.    This material includes content from the US Edition to SNOMED CT, which is developed and maintained by the U.S. National Library of Medicine and is available to authorized UMLS Metathesaurus Licensees from the UTS Downloads site at https://uts.nlm.nih.gov.    Use of SNOMED CT content is subject to the terms and conditions set forth in the SNOMED CT Affiliate License Agreement. It is the responsibility of those implementing this product to ensure they are appropriately licensed and for more information on the license, including how to register as an Affiliate Licensee, please refer to http://www.snomed.org/snomed-ct/get-snomed-ct or info@snomed.org<mailto:info@snomed.org>.  This may incur a fee in SNOMED International non-Member countries.",,,
LL1032-3,Cpenase,1.3.6.1.4.1.12009.10.1.200,N,,,LA13967-7,,,3,Non-reportable Positive,,,,,,,,
LL1032-3,Cpenase,1.3.6.1.4.1.12009.10.1.200,N,,,LA13968-5,,,4,Non-reportable Negative,,,,,,,,
LL103-3,CR_1460_Coding system,1.3.6.1.4.1.12009.10.1.201,N,,,LA4510-9,0,,1,Treatment Data Not Coded,,,,,,,,
LL103-3,CR_1460_Coding system,1.3.6.1.4.1.12009.10.1.201,N,,,LA4153-8,1,,2,1-Digit Surgery Codes,,,,,,,,
LL103-3,CR_1460_Coding system,1.3.6.1.4.1.12009.10.1.201,N,,,LA4103-3,2,,3,1983-1992 SEER,,,,,,,,
LL103-3,CR_1460_Coding system,1.3.6.1.4.1.12009.10.1.201,N,,,LA4156-1,3,,4,1996 ROADS,,,,,,,,
LL103-3,CR_1460_Coding system,1.3.6.1.4.1.12009.10.1.201,N,,,LA4141-3,4,,5,1998 ROADS Supplement,,,,,,,,
LL103-3,CR_1460_Coding system,1.3.6.1.4.1.12009.10.1.201,N,,,LA4150-4,5,,6,1998 SEER Manual,,,,,,,,
LL103-3,CR_1460_Coding system,1.3.6.1.4.1.12009.10.1.201,N,,,LA3989-6,6,,7,FORDS Manual,,,,,,,,
LL103-3,CR_1460_Coding system,1.3.6.1.4.1.12009.10.1.201,N,,,LA4728-7,99,,8,Other Coding,,,,,,,,
LL1034-9,Normal|Abnormal|Clinical significance unknown,1.3.6.1.4.1.12009.10.1.203,N,,,LA6626-1,,,1,Normal,17621005,Normal (qualifier value),http://snomed.info/sct,http://snomed.info/sct/900000000000207008/version/20240701,"This material includes SNOMED Clinical Terms® (SNOMED CT®) which is used by permission of the International Health Terminology Standards Development Organisation (IHTSDO) under license. All rights reserved. SNOMED CT® was originally created by The College of American Pathologists. ""SNOMED"" and ""SNOMED CT"" are registered trademarks of the IHTSDO.    This material includes content from the US Edition to SNOMED CT, which is developed and maintained by the U.S. National Library of Medicine and is available to authorized UMLS Metathesaurus Licensees from the UTS Downloads site at https://uts.nlm.nih.gov.    Use of SNOMED CT content is subject to the terms and conditions set forth in the SNOMED CT Affiliate License Agreement. It is the responsibility of those implementing this product to ensure they are appropriately licensed and for more information on the license, including how to register as an Affiliate Licensee, please refer to http://www.snomed.org/snomed-ct/get-snomed-ct or info@snomed.org<mailto:info@snomed.org>.  This may incur a fee in SNOMED International non-Member countries.",,,
LL1034-9,Normal|Abnormal|Clinical significance unknown,1.3.6.1.4.1.12009.10.1.203,N,,,LA12748-2,,,2,Abnormal,263654008,Abnormal (qualifier value),http://snomed.info/sct,http://snomed.info/sct/900000000000207008/version/20240701,"This material includes SNOMED Clinical Terms® (SNOMED CT®) which is used by permission of the International Health Terminology Standards Development Organisation (IHTSDO) under license. All rights reserved. SNOMED CT® was originally created by The College of American Pathologists. ""SNOMED"" and ""SNOMED CT"" are registered trademarks of the IHTSDO.    This material includes content from the US Edition to SNOMED CT, which is developed and maintained by the U.S. National Library of Medicine and is available to authorized UMLS Metathesaurus Licensees from the UTS Downloads site at https://uts.nlm.nih.gov.    Use of SNOMED CT content is subject to the terms and conditions set forth in the SNOMED CT Affiliate License Agreement. It is the responsibility of those implementing this product to ensure they are appropriately licensed and for more information on the license, including how to register as an Affiliate Licensee, please refer to http://www.snomed.org/snomed-ct/get-snomed-ct or info@snomed.org<mailto:info@snomed.org>.  This may incur a fee in SNOMED International non-Member countries.",,,
LL1034-9,Normal|Abnormal|Clinical significance unknown,1.3.6.1.4.1.12009.10.1.203,N,,,LA14007-1,,,3,Clinical significance unknown,,,,,,,,
LL1035-6,ISCN band lvl,1.3.6.1.4.1.12009.10.1.204,N,,,LA14008-9,,,1,400,,,,,,,,
LL1035-6,ISCN band lvl,1.3.6.1.4.1.12009.10.1.204,N,,,LA14112-9,,,2,425,,,,,,,,
LL1035-6,ISCN band lvl,1.3.6.1.4.1.12009.10.1.204,N,,,LA14113-7,,,3,450,,,,,,,,
LL1035-6,ISCN band lvl,1.3.6.1.4.1.12009.10.1.204,N,,,LA14009-7,,,4,500,,,,,,,,
LL1035-6,ISCN band lvl,1.3.6.1.4.1.12009.10.1.204,N,,,LA14114-5,,,5,550,,,,,,,,
LL1035-6,ISCN band lvl,1.3.6.1.4.1.12009.10.1.204,N,,,LA14115-2,,,6,575,,,,,,,,
LL1035-6,ISCN band lvl,1.3.6.1.4.1.12009.10.1.204,N,,,LA14010-5,,,7,600,,,,,,,,
LL1035-6,ISCN band lvl,1.3.6.1.4.1.12009.10.1.204,N,,,LA14116-0,,,8,650,,,,,,,,
LL1035-6,ISCN band lvl,1.3.6.1.4.1.12009.10.1.204,N,,,LA14011-3,,,9,800,,,,,,,,
LL1035-6,ISCN band lvl,1.3.6.1.4.1.12009.10.1.204,N,,,LA14012-1,,,10,850,,,,,,,,
LL1036-4,Banding,1.3.6.1.4.1.12009.10.1.205,N,,,LA14013-9,G,,1,G-banding,,,,,,,,
LL1036-4,Banding,1.3.6.1.4.1.12009.10.1.205,N,,,LA14014-7,R,,2,R-banding,,,,,,,,
LL1036-4,Banding,1.3.6.1.4.1.12009.10.1.205,N,,,LA14015-4,Q,,3,Q-banding,,,,,,,,
LL1036-4,Banding,1.3.6.1.4.1.12009.10.1.205,N,,,LA14016-2,C,,4,C-banding,,,,,,,,
LL1036-4,Banding,1.3.6.1.4.1.12009.10.1.205,N,,,LA14017-0,T,,5,T-banding,,,,,,,,
LL1037-2,Genetic recommendation,1.3.6.1.4.1.12009.10.1.206,N,,,LA14020-4,,,1,Genetic counseling recommended,,,,,,,,
LL1037-2,Genetic recommendation,1.3.6.1.4.1.12009.10.1.206,N,,,LA14021-2,,,2,Confirmatory testing recommended,,,,,,,,
LL1037-2,Genetic recommendation,1.3.6.1.4.1.12009.10.1.206,N,,,LA14022-0,,,3,Additional testing recommended,,,,,,,,
LL1038-0,Phase,1.3.6.1.4.1.12009.10.1.207,N,,,LA14023-8,,,1,Metaphase,,,,,,,,
LL1038-0,Phase,1.3.6.1.4.1.12009.10.1.207,N,,,LA14024-6,,,2,Interphase,,,,,,,,
LL1039-8,HumanReferenceSeqAssembly,1.3.6.1.4.1.12009.10.1.208,N,,,LA14025-3,,,1,hg19,,,,,,,,
LL1039-8,HumanReferenceSeqAssembly,1.3.6.1.4.1.12009.10.1.208,N,,,LA14026-1,,,2,hg18,,,,,,,,
LL1039-8,HumanReferenceSeqAssembly,1.3.6.1.4.1.12009.10.1.208,N,,,LA14027-9,,,3,hg17,,,,,,,,
LL1039-8,HumanReferenceSeqAssembly,1.3.6.1.4.1.12009.10.1.208,N,,,LA14028-7,,,4,hg16,,,,,,,,
LL1040-6,HumanRefSeqNCBIBuildId,1.3.6.1.4.1.12009.10.1.209,N,,,LA14032-9,34,,0,NCBI Build 34,,,,,,,,
LL1040-6,HumanRefSeqNCBIBuildId,1.3.6.1.4.1.12009.10.1.209,N,,,LA14029-5,GRCh37,,1,GRCh37,,,,,,,,
LL1040-6,HumanRefSeqNCBIBuildId,1.3.6.1.4.1.12009.10.1.209,N,,,LA14030-3,36.1,,2,NCBI Build 36.1,,,,,,,,
LL1040-6,HumanRefSeqNCBIBuildId,1.3.6.1.4.1.12009.10.1.209,N,,,LA14031-1,35,,3,NCBI Build 35,,,,,,,,
LL1040-6,HumanRefSeqNCBIBuildId,1.3.6.1.4.1.12009.10.1.209,N,,,LA26806-2,GRCh38,,4,GRCh38,,,,,,,,
LL104-1,CR_1470_Protocol eligibility,1.3.6.1.4.1.12009.10.1.210,N,,,LA4667-7,0,,1,Protocol Not Available,,,,,,,,
LL104-1,CR_1470_Protocol eligibility,1.3.6.1.4.1.12009.10.1.210,N,,,LA4743-6,1,,2,On Protocol,,,,,,,,
LL104-1,CR_1470_Protocol eligibility,1.3.6.1.4.1.12009.10.1.210,N,,,LA4642-0,2,,3,"Patient Ineligible - age, stage",,,,,,,,
LL104-1,CR_1470_Protocol eligibility,1.3.6.1.4.1.12009.10.1.210,N,,,LA4365-8,3,,4,Pt. Ineligible - Comorbidity,,,,,,,,
LL104-1,CR_1470_Protocol eligibility,1.3.6.1.4.1.12009.10.1.210,N,,,LA4006-8,4,,5,Entered but Withdrawn,,,,,,,,
LL104-1,CR_1470_Protocol eligibility,1.3.6.1.4.1.12009.10.1.210,N,,,LA4024-1,6,,6,"Eligible but Not Entered, not specified",,,,,,,,
LL104-1,CR_1470_Protocol eligibility,1.3.6.1.4.1.12009.10.1.210,N,,,LA4014-2,7,,7,Eligible but Refused,,,,,,,,
LL104-1,CR_1470_Protocol eligibility,1.3.6.1.4.1.12009.10.1.210,N,,,LA4666-9,8,,8,Protocol Not Recommended,,,,,,,,
LL104-1,CR_1470_Protocol eligibility,1.3.6.1.4.1.12009.10.1.210,N,,,LA4412-8,9,,9,Unknown if on Protocol,,,,,,,,
LL1041-4,CopyNumberChangeType,1.3.6.1.4.1.12009.10.1.211,N,,,LA14033-7,,,1,Copy number gain,,,,,,,,
LL1041-4,CopyNumberChangeType,1.3.6.1.4.1.12009.10.1.211,N,,,LA14034-5,,,2,Copy number loss,,,,,,,,
